rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_disc,st_sp,st_spstr,st_sperr,st_splim,st_spblend,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumblend,st_bmvj,st_bmvjerr,st_bmvjlim,st_bmvjblend
423,HD 216770,b,Radial Velocity,1,118.45000000,0.55000000,-0.55000000,0,0.460000,,,0,0.370000,0.060000,-0.060000,0,,,,,0.65000,,,0,Msini,,,,,,,,,0,0,0,22h55m53.71s,343.973785,-26d39m31.5s,-26.658764,37.89,1.46,-1.59,0,8.094,0.013,0,0,V (Johnson),,,,,0,0.90,,,0,0,,,,,0,2015-04-24,,,,,2003,5.00,K0 V,,0,0,-0.100,,,0,0,0.847,0.023,0,0
424,HD 217107,b,Radial Velocity,2,7.12681600,0.00003900,-0.00003900,0,0.074800,0.004300,-0.004300,0,0.126700,0.005200,-0.005200,0,,,,,1.39000,0.11000,-0.11000,0,Msini,,,,,,,,,0,0,0,22h58m15.54s,344.564758,-02d23m43.4s,-2.395385,19.72,0.29,-0.30,0,6.160,,0,1,V (Johnson),5646.00,,,0,0,1.02,,,0,0,,,,,0,2014-05-14,,,,,1998,4.80,G8 IV,,0,0,,,,,0,0.740,,0,1
425,HD 217107,c,Radial Velocity,2,4270.00000000,220.00000000,-220.00000000,0,5.320000,0.380000,-0.380000,0,0.517000,0.033000,-0.033000,0,,,,,2.60000,0.15000,-0.15000,0,Msini,,,,,,,,,0,0,0,22h58m15.54s,344.564758,-02d23m43.4s,-2.395385,19.72,0.29,-0.30,0,6.160,,0,1,V (Johnson),5646.00,,,0,0,1.02,,,0,0,,,,,0,2014-05-14,,,,,2005,4.80,G8 IV,,0,0,,,,,0,0.740,,0,1
426,HD 217786,b,Radial Velocity,1,1319.00000000,4.00000000,-4.00000000,0,2.380000,0.040000,-0.040000,0,0.400000,0.050000,-0.050000,0,,,,,13.00000,0.80000,-0.80000,0,Msini,,,,,,,,,0,0,0,23h03m08.20s,345.784180,-00d25m46.6s,-0.429622,54.92,2.78,-3.09,0,7.779,0.012,0,0,V (Johnson),,,,,,,,,,,,,,,,2014-05-14,,,,,2010,3.80,F8 V,,0,0,,,,,,0.582,0.020,0,0
427,HD 218566,b,Radial Velocity,1,225.70000000,0.40000000,-0.40000000,0,0.687300,0.000800,-0.000800,0,0.300000,0.100000,-0.100000,0,,,,,0.21000,0.02000,-0.02000,0,Msini,,,,,,,,,0,0,0,23h09m10.73s,347.294708,-02d15m38.7s,-2.260742,29.94,1.03,-1.11,0,8.630,0.030,0,0,V (Johnson),4820.00,,,0,0,0.85,0.03,-0.03,0,0,0.86,0.08,-0.08,0,0,2014-05-14,,,,,2010,5.30,K3 V,,0,0,-0.452,0.038,-0.041,0,0,1.010,0.000,0,0
428,HD 219077,b,Radial Velocity,1,5501.00000000,130.00000000,-119.00000000,0,6.220000,0.090000,-0.090000,0,0.770000,0.003000,-0.003000,0,,,,,10.39000,0.09000,-0.09000,0,Msini,,,,,,,,,0,0,0,23h14m06.58s,348.527435,-62d42m00.0s,-62.700005,29.20,0.51,-0.53,0,6.120,,0,0,V (Johnson),5362.00,18.00,-18.00,0,0,1.05,0.02,-0.02,0,0,1.91,0.03,-0.03,0,0,2014-05-14,,,,,2012,4.80,G8 V,,0,0,0.425,,,0,0,0.780,,0,0
429,HD 219134,b,Radial Velocity,4,3.09370000,0.00040000,-0.00040000,0,0.038200,0.000300,-0.000300,0,0.000000,0.130000,0.000000,0,85.058,0.080,-0.080,0,0.01410,0.00150,-0.00150,0,Msin(i)/sin(i),0.143,0.008,-0.008,0,5.89000,1.17000,-1.17000,0,0,0,0,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,6.53,0.03,-0.03,0,5.570,,0,0,V (Johnson),4699.00,16.00,-16.00,0,0,0.78,0.02,-0.02,0,0,0.78,0.01,-0.01,0,0,2015-08-06,,,,,2015,5.30,K3 V,,0,0,,,,,0,0.990,,0,0
430,HD 219134,c,Radial Velocity,4,6.76500000,0.00500000,-0.00500000,0,0.064000,0.001000,-0.001000,0,0.000000,0.260000,0.000000,0,,,,,0.00840,0.00186,-0.00186,0,Msini,,,,,,,,,0,0,0,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,6.53,0.03,-0.03,0,5.570,,0,0,V (Johnson),4699.00,16.00,-16.00,0,0,0.78,0.02,-0.02,0,0,0.78,0.01,-0.01,0,0,2015-08-06,,,,,2015,5.30,K3 V,,0,0,,,,,0,0.990,,0,0
431,HD 219134,d,Radial Velocity,4,46.78000000,0.16000000,-0.16000000,0,0.234000,0.002000,-0.002000,0,0.320000,0.140000,-0.140000,0,,,,,0.02728,0.00359,-0.00359,0,Msini,,,,,,,,,0,0,0,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,6.53,0.03,-0.03,0,5.570,,0,0,V (Johnson),4699.00,16.00,-16.00,0,0,0.78,0.02,-0.02,0,0,0.78,0.01,-0.01,0,0,2015-08-06,,,,,2015,5.30,K3 V,,0,0,,,,,0,0.990,,0,0
432,HD 219134,e,Radial Velocity,4,1190.00000000,379.00000000,-34.00000000,0,2.140000,0.430000,-0.020000,0,0.270000,0.110000,-0.110000,0,,,,,0.19507,0.01888,-0.01888,0,Msini,,,,,,,,,0,0,0,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,6.53,0.03,-0.03,0,5.570,,0,0,V (Johnson),4699.00,16.00,-16.00,0,0,0.78,0.02,-0.02,0,0,0.78,0.01,-0.01,0,0,2015-08-06,,,,,2015,5.30,K3 V,,0,0,,,,,0,0.990,,0,0
433,HD 219415,b,Radial Velocity,1,2093.30000000,32.70000000,-32.70000000,0,3.200000,,,0,0.400000,0.090000,-0.090000,0,,,,,1.00000,,,0,Msini,,,,,,,,,0,0,0,23h14m53.83s,348.724278,+56d43m49.2s,56.730328,,,,,8.940,,0,0,V (Johnson),4820.00,20.00,-20.00,0,0,1.00,0.10,-0.10,0,0,2.90,0.40,-0.40,0,0,2015-09-18,,,,,2012,5.00,K0 III,,0,0,0.620,0.150,-0.150,0,0,1.002,0.027,0,0
434,HD 219828,b,Radial Velocity,1,3.83350000,0.00130000,-0.00130000,0,,,,,0.000000,,,0,,,,,0.06000,,,0,Msini,,,,,,,,,0,0,0,23h18m46.74s,349.694733,+18d38m44.6s,18.645720,81.10,6.14,-7.24,0,8.008,0.015,0,0,V (Johnson),,,,,,,,,,,,,,,,2014-05-14,,,,,2007,4.00,G0,,0,0,,,,,,0.668,0.025,0,0
435,HD 220074,b,Radial Velocity,1,672.10000000,3.70000000,-3.70000000,0,1.600000,0.100000,-0.100000,0,0.140000,0.050000,-0.050000,0,,,,,11.10000,1.80000,-1.80000,0,Msini,,,,,,,,,0,0,0,23h20m14.38s,350.059906,+61d58m12.5s,61.970127,289.02,42.71,-60.63,0,6.400,,0,0,V (Johnson),3935.00,110.00,-110.00,0,0,1.20,0.30,-0.30,0,0,49.70,9.50,-9.50,0,0,2014-05-14,,,,,2012,6.20,M2 III,,0,0,,,,,,,,,
436,HD 220689,b,Radial Velocity,1,2209.00000000,103.00000000,-81.00000000,0,3.360000,0.090000,-0.090000,0,0.160000,0.100000,-0.070000,0,,,,,1.06000,0.09000,-0.09000,0,Msini,,,,,,,,,0,0,0,23h25m52.99s,351.470795,-20d36m57.7s,-20.616030,45.23,1.81,-1.96,0,7.758,0.012,0,0,V (Johnson),5921.00,26.00,-26.00,0,0,1.04,0.03,-0.03,0,0,1.07,0.04,-0.04,0,0,2014-05-14,,,,,2012,4.30,G3 V,,0,0,0.093,,,0,0,0.598,0.021,0,0
437,HD 220773,b,Radial Velocity,1,3724.70000000,463.00000000,-463.00000000,0,4.940000,0.200000,-0.200000,0,0.510000,0.100000,-0.100000,0,,,,,1.45000,0.30000,-0.30000,0,Msini,,,,,,,,,0,0,0,23h26m27.44s,351.614349,+08d38m37.8s,8.643845,48.43,2.32,-2.57,0,7.096,0.011,0,0,V (Johnson),,,,,,,,,,,,,,,,2014-05-14,,,,,2011,4.00,G0,,0,0,,,,,,0.613,0.019,0,0
438,HD 221287,b,Radial Velocity,1,456.10000000,7.70000000,-5.80000000,0,1.250000,0.040000,-0.040000,0,0.080000,0.170000,-0.050000,0,,,,,3.09000,0.79000,-0.79000,0,Msini,,,,,,,,,0,0,0,23h31m20.34s,352.834747,-58d12m35.0s,-58.209732,52.88,2.20,-2.40,0,7.807,0.010,0,0,V (Johnson),6304.00,45.00,-45.00,0,0,1.25,0.10,-0.10,0,0,,,,,0,2014-05-14,,,,,2007,3.70,F7 V,,0,0,0.220,,,0,0,0.505,0.018,0,0
439,HD 222155,b,Radial Velocity,1,3999.00000000,469.00000000,-541.00000000,0,5.100000,0.600000,-0.700000,0,0.160000,0.270000,-0.220000,0,,,,,1.90000,0.67000,-0.53000,0,Msini,,,,,,,,,0,0,0,23h38m00.31s,354.501282,+48d59m47.5s,48.996521,50.45,2.00,-2.18,0,7.114,0.010,0,0,V (Johnson),5765.00,22.00,-22.00,0,0,1.13,0.11,-0.11,0,0,1.67,0.07,-0.07,0,0,2014-05-14,,,,,2011,4.20,G2 V,,0,0,,,,,,0.645,0.018,0,0
440,HD 222582,b,Radial Velocity,1,572.38000000,0.61000000,-0.61000000,0,1.347000,0.078000,-0.078000,0,0.725000,0.012000,-0.012000,0,,,,,7.75000,0.65000,-0.65000,0,Msini,,,,,,,,,0,0,0,23h41m51.53s,355.464722,-05d59m08.7s,-5.985757,41.95,1.87,-2.05,0,7.680,,0,0,V (Johnson),5727.00,,,0,0,0.99,,,0,0,,,,,0,2014-07-23,,,,,1999,4.50,G5 V,,0,0,,,,,0,0.650,,0,0
441,HD 224693,b,Radial Velocity,1,26.73000000,0.02000000,-0.02000000,0,0.192000,,,0,0.050000,0.030000,-0.030000,0,,,,,0.71000,,,0,Msini,,,,,,,,,0,0,0,23h59m53.83s,359.974304,-22d25m41.2s,-22.428114,94.07,9.33,-11.64,0,8.216,0.012,0,0,V (Johnson),6037.00,50.00,-50.00,0,0,1.33,0.10,-0.10,0,0,1.70,0.30,-0.30,0,0,2014-11-19,,,,,2006,4.20,G2 IV,,0,0,,,,,0,0.656,0.021,0,0
442,HD 22781,b,Radial Velocity,1,528.07000000,0.14000000,-0.14000000,0,1.167000,0.039000,-0.039000,0,0.819100,0.002300,-0.002300,0,,,,,13.65000,0.97000,-0.97000,0,Msini,,,,,,,,,0,0,0,03h40m49.53s,55.206356,+31d49m34.6s,31.826290,31.79,1.33,-1.45,0,8.766,0.016,0,0,V (Johnson),,,,,,,,,,,,,,,,2014-05-14,,,,,2011,5.00,K0,,0,0,,,,,,0.861,0.031,0,0
443,HD 23079,b,Radial Velocity,1,730.60000000,5.70000000,-5.70000000,0,1.596000,0.093000,-0.093000,0,0.102000,0.031000,-0.031000,0,,,,,2.45000,0.21000,-0.21000,0,Msini,,,,,,,,,0,0,0,03h39m43.09s,54.929562,-52d54m57.0s,-52.915836,34.60,0.66,-0.68,0,7.105,0.010,0,0,V (Johnson),,,,,,,,,,,,,,,,2014-07-23,,,,,2001,3.90,F8/G0 V,,0,0,,,,,,0.580,0.018,0,0
444,HD 23127,b,Radial Velocity,1,1214.00000000,9.00000000,-9.00000000,0,2.400000,0.300000,-0.300000,0,0.440000,0.070000,-0.070000,0,,,,,1.50000,0.20000,-0.20000,0,Msini,,,,,,,,,0,0,0,03h39m23.64s,54.848495,-60d04m40.2s,-60.077843,89.13,5.65,-6.48,0,8.550,0.014,0,0,V (Johnson),,,,,0,1.13,0.10,-0.10,0,0,,,,,0,2014-11-19,,,,,2006,4.20,G2 V,,0,0,,,,,0,0.707,0.024,0,0
445,HD 231701,b,Radial Velocity,1,141.60000000,2.80000000,-2.80000000,0,0.530000,,,0,0.100000,0.080000,-0.080000,0,,,,,1.08000,,,0,Msini,,,,,,,,,0,0,0,19h32m04.16s,293.017334,+16d28m27.4s,16.474291,108.46,11.94,-15.30,0,8.970,0.015,0,0,V (Johnson),6208.00,44.00,-44.00,0,0,1.14,0.08,-0.06,0,0,1.35,0.20,-0.19,0,0,2014-11-19,,,,,2007,3.80,F8 V,,0,0,0.400,,,0,0,0.517,0.025,0,0
446,HD 233604,b,Radial Velocity,1,192.00000000,0.22000000,-0.22000000,0,0.747000,,,0,0.050000,0.030000,-0.030000,0,,,,,6.57500,,,0,Msini,,,,,,,,,0,0,0,09h09m48.81s,137.453380,+53d34m05.6s,53.568230,,,,,10.406,0.049,0,0,V (Johnson),4791.00,45.00,-45.00,0,0,1.50,0.30,-0.30,0,0,10.90,0.60,-0.60,0,0,2014-05-14,,,,,2013,5.50,K5,,0,0,1.750,0.180,-0.180,0,0,,,,
447,HD 23596,b,Radial Velocity,1,1561.00000000,12.00000000,-12.00000000,0,2.772000,0.062000,-0.062000,0,0.266000,0.014000,-0.014000,0,,,,,7.71000,0.39000,-0.39000,0,Msini,,,,,,,,,0,0,0,03h48m00.37s,57.001556,+40d31m50.3s,40.530636,51.97,2.20,-2.40,0,7.244,0.011,0,0,V (Johnson),,,,,,,,,,,,,,,,2014-05-14,,,,,2003,3.80,F8,,0,0,,,,,,0.608,0.019,0,0
448,HD 240210,b,Radial Velocity,1,501.75000000,2.33000000,-2.33000000,0,1.160000,,,0,0.150000,0.020000,-0.020000,0,,,,,5.21000,,,0,Msini,,,,,,,,,0,0,0,23h10m29.23s,347.621792,+57d01m46.0s,57.029456,,,,0,8.330,,0,0,V (Johnson),4297.00,25.00,-25.00,0,0,0.82,0.15,-0.15,0,0,,,,,0,2014-11-19,,,,,2009,5.30,K3 III,,0,0,1.550,,,0,0,,,,
449,HD 240237,b,Radial Velocity,1,745.70000000,13.80000000,-13.80000000,0,1.900000,,,0,0.400000,0.100000,-0.100000,0,,,,,5.30000,,,0,Msini,,,,,,,,,0,0,0,23h15m42.22s,348.925934,+58d02m35.7s,58.043240,307.69,,,-1,8.190,,0,0,V (Johnson),4361.00,10.00,-10.00,0,0,1.69,0.42,-0.42,0,0,32.00,1.00,-1.00,0,0,2014-11-19,,,,,2011,5.20,K2 III,,0,0,2.490,0.200,-0.200,0,0,1.682,0.029,0,0
450,HD 24040,b,Radial Velocity,1,3668.00000000,169.00000000,-171.00000000,0,4.920000,0.380000,-0.380000,0,0.040000,0.070000,-0.060000,0,,,,,4.01000,0.49000,-0.49000,0,Msini,,,,,,,,,0,0,0,03h50m22.97s,57.595699,+17d28m34.9s,17.476366,46.51,2.13,-2.34,0,7.493,0.011,0,0,V (Johnson),5853.00,44.00,-44.00,0,0,1.18,,,0,0,,,,,,2014-05-14,,,,,2006,4.00,G0 V,,0,0,,,,,,0.677,0.019,0,0
451,HD 24064,b,Radial Velocity,1,535.60000000,3.00000000,-3.00000000,0,1.290000,0.050000,-0.050000,0,0.350000,0.080000,-0.080000,0,,,,,9.40000,1.30000,-1.30000,0,Msini,,,,,,,,,0,0,0,03h56m36.30s,59.151241,+74d04m48.1s,74.080032,264.40,31.20,-31.20,0,6.750,,0,0,V (Johnson),4052.50,22.50,-22.50,0,0,1.00,0.10,-0.10,0,0,38.00,2.90,-2.90,0,0,2015-10-15,,,,,2015,5.00,K0,,0,0,,,,,0,1.513,0.008,0,0
452,HD 25171,b,Radial Velocity,1,1845.00000000,167.00000000,-167.00000000,0,3.020000,0.160000,-0.160000,0,0.080000,0.060000,-0.060000,0,,,,,0.95000,0.10000,-0.10000,0,Msini,,,,,,,,,0,0,0,03h55m49.44s,58.956001,-65d11m12.0s,-65.186676,56.05,1.82,-1.95,0,7.778,0.011,0,0,V (Johnson),,,,,,,,,,,,,,,,2014-05-14,,,,,2010,3.80,F8 V,,0,0,,,,,,0.517,0.020,0,0
453,HD 2638,b,Radial Velocity,1,3.44420000,0.00020000,-0.00020000,0,0.044000,,,0,0.000000,,,0,,,,,0.48000,,,0,Msini,,,,,,,,,0,0,0,00h29m59.87s,7.499466,-05d45m50.4s,-5.764002,53.71,3.63,-4.20,0,9.375,0.023,0,0,V (Johnson),5192.00,38.00,-38.00,0,0,0.93,,,0,0,,,,,0,2014-11-19,,,,,2005,4.50,G5,,0,0,-0.330,,,0,0,0.955,0.043,0,0
454,HD 27442,b,Radial Velocity,1,428.10000000,1.10000000,-1.10000000,0,1.271000,0.073000,-0.073000,0,0.060000,0.043000,-0.043000,0,,,,,1.56000,0.14000,-0.14000,0,Msini,,,,,,,,,0,0,0,04h16m29.03s,64.120956,-59d18m07.8s,-59.302155,18.24,0.17,-0.17,0,4.440,,0,0,V (Johnson),,,,,,,,,,,,,,,,2014-07-23,,,,,2000,5.15,K1/2 III,,0,0,,,,,,1.080,,0,0
455,HD 27631,b,Radial Velocity,1,2208.00000000,66.00000000,-66.00000000,0,3.250000,0.070000,-0.070000,0,0.120000,0.060000,-0.060000,0,,,,,1.45000,0.14000,-0.14000,0,Msini,,,,,,,,,0,0,0,04h19m45.47s,64.939461,-41d57m37.0s,-41.960266,44.54,1.50,-1.60,0,8.243,0.012,0,0,V (Johnson),5737.00,36.00,-36.00,0,0,0.94,0.04,-0.04,0,0,1.00,,,0,0,2014-05-14,,,,,2012,4.30,G3 IV-V,,0,0,-0.056,,,0,0,0.672,0.021,0,0
456,HD 27894,b,Radial Velocity,1,17.99040000,0.00770000,-0.00770000,0,0.125000,,,0,0.048600,0.008600,-0.008600,0,,,,,0.64500,,,0,Msini,,,,,,,,,0,0,0,04h20m47.05s,65.196030,-59d24m39.0s,-59.410835,42.37,1.57,-1.70,0,9.349,0.021,0,0,V (Johnson),4875.00,81.00,-81.00,0,0,0.80,,,0,0,,,,,0,2015-04-16,,,,,2005,5.20,K2 V,,0,0,-0.449,,,0,0,1.042,0.043,0,0
457,HD 28185,b,Radial Velocity,1,385.90000000,0.60000000,-0.60000000,0,1.032000,0.019000,-0.019000,0,0.092000,0.019000,-0.019000,0,,,,,5.59000,0.33000,-0.33000,0,Msini,,,,,,,,,0,0,0,04h26m26.32s,66.609673,-10d33m03.0s,-10.550821,39.56,1.62,-1.76,0,7.810,0.011,0,0,V (Johnson),,,,,,,,,,,,,,,,2014-05-14,,,,,2001,4.55,G5/6 V,,0,0,,,,,,0.715,0.019,0,0
458,HD 28254,b,Radial Velocity,1,1116.00000000,26.00000000,-26.00000000,0,2.150000,0.040000,-0.050000,0,0.810000,0.050000,-0.020000,0,,,,,1.16000,0.10000,-0.06000,0,Msini,,,,,,,,,0,0,0,04h24m50.71s,66.211273,-50d37m19.9s,-50.622192,54.70,1.60,-1.50,0,7.684,0.011,0,0,V (Johnson),5664.00,35.00,-35.00,0,0,1.06,,,0,0,1.48,0.06,-0.06,0,0,2014-11-19,,,,,2010,4.10,G1 IV/V,,0,0,0.340,,,0,0,0.756,0.020,0,0
459,HD 285507,b,Radial Velocity,1,6.08810000,0.00180000,-0.00180000,0,,,,,0.086000,0.019000,-0.019000,0,,,,,0.91700,0.03300,-0.03300,0,Msini,,,,,,,,,0,0,0,04h07m01.22s,61.755104,+15d20m06.1s,15.335032,42.43,3.71,-4.50,0,10.267,0.060,0,0,V (Johnson),4503.00,85.00,-61.00,0,0,0.73,0.03,-0.03,0,0,0.66,0.05,-0.05,0,0,2014-05-14,,,,,2013,5.45,K4.5 V,,0,0,,,,,,1.415,0.184,0,0
460,HD 285968,b,Radial Velocity,1,8.78360000,0.00540000,-0.00540000,0,0.066000,,,0,0.000000,,,0,,,,,0.02600,,,0,Msini,,,,,,,,,0,0,0,04h42m55.78s,70.732407,+18d57m29.4s,18.958172,9.42,0.22,-0.23,0,9.970,0.030,0,0,V (Johnson),3679.00,77.00,-77.00,0,,0.45,,,0,,0.45,0.02,-0.02,0,,2014-11-19,,,,,2008,6.20,M2 V,,0,0,-1.472,0.023,-0.024,0,,1.530,0.015,0,0
461,HD 28678,b,Radial Velocity,1,387.10000000,3.40000000,-3.40000000,0,1.250000,0.030000,-0.030000,0,0.168000,0.070000,-0.070000,0,,,,,1.70000,0.10000,-0.10000,0,Msini,,,,,,,,,0,0,0,04h31m25.45s,67.856056,+04d34m31.0s,4.575287,168.92,30.03,-46.60,0,8.440,0.019,0,0,V (Johnson),,,,,,,,,,,,,,,,2014-05-14,,,,,2011,4.80,G8 IV,,0,0,,,,,,0.994,0.037,0,0
462,HD 290327,b,Radial Velocity,1,2443.00000000,205.00000000,-117.00000000,0,3.430000,0.200000,-0.120000,0,0.080000,0.080000,-0.030000,0,,,,,2.54000,0.17000,-0.14000,0,Msini,,,,,,,,,0,0,0,05h23m21.56s,80.839851,-02d16m39.4s,-2.277619,56.70,5.50,-4.60,0,8.990,,0,0,V (Johnson),5552.00,21.00,-21.00,0,0,0.90,,,0,0,1.00,0.01,-0.01,0,0,2014-11-19,,,,,2009,4.80,G8 V,,0,0,-0.140,,,0,0,0.761,,0,0
463,HD 2952,b,Radial Velocity,1,311.60000000,1.70000000,-1.90000000,0,1.200000,,,0,0.129000,0.099000,-0.085000,0,,,,,1.60000,,,0,Msini,,,,,,,,,0,0,0,00h33m10.39s,8.293311,+54d53m41.9s,54.894985,115.21,8.71,-10.26,0,5.922,0.009,0,0,V (Johnson),4844.00,20.00,-20.00,0,0,2.54,0.12,-0.09,0,0,12.02,1.16,-1.06,0,0,2014-05-14,,,,,2013,5.00,K0 III,,0,0,1.850,,,0,0,1.038,0.017,0,0
464,HD 30177,b,Radial Velocity,1,2770.00000000,100.00000000,-100.00000000,0,3.950000,0.260000,-0.260000,0,0.193000,0.025000,-0.025000,0,,,,,10.45000,0.88000,-0.88000,0,Msini,,,,,,,,,0,0,0,04h41m54.37s,70.476555,-58d01m14.7s,-58.020756,54.71,2.21,-2.41,0,8.374,0.013,0,0,V (Johnson),5588.00,,,0,0,1.01,,,0,0,,,,,0,2014-07-23,,,,,2002,4.80,G8 V,,0,0,,,,,0,0.807,0.023,0,0
465,HD 30562,b,Radial Velocity,1,1159.20000000,2.80000000,-2.80000000,0,2.315000,0.004000,-0.004000,0,0.778000,0.013000,-0.013000,0,,,,,1.37300,0.04700,-0.04700,0,Msini,,,,,,,,,0,0,0,04h48m36.38s,72.151604,-05d40m26.6s,-5.674045,26.50,0.61,-0.64,0,5.780,,0,0,V (Johnson),5994.00,46.00,-46.00,0,0,1.23,0.03,-0.03,0,0,1.53,0.04,-0.04,0,0,2014-05-14,,,,,2009,3.80,F8 V,,0,0,,,,,,0.620,,0,0
466,HD 30669,b,Radial Velocity,1,1684.00000000,61.00000000,-61.00000000,0,2.690000,0.080000,-0.080000,0,0.180000,0.150000,-0.150000,0,,,,,0.47000,0.06000,-0.06000,0,Msini,,,,,,,,,0,0,0,04h48m28.49s,72.118690,-28d25m09.5s,-28.419298,57.10,,,0,9.110,,0,0,V (Johnson),5400.00,74.00,-74.00,0,0,0.92,0.03,-0.03,0,0,0.91,0.04,-0.04,0,0,2015-01-08,,,,,2014,4.90,G9 V,,0,0,,,,,0,0.820,,0,0
467,HD 30856,b,Radial Velocity,1,912.00000000,41.00000000,-41.00000000,0,1.800000,0.200000,-0.200000,0,0.117000,,,0,,,,,1.80000,0.20000,-0.20000,0,Msini,,,,,,,,,0,0,0,04h50m17.86s,72.574425,-24d22m07.8s,-24.368839,121.07,11.78,-14.62,0,7.911,0.010,0,0,V (Johnson),,,,,,,,,,,,,,,,2014-05-14,,,,,2011,5.00,K0 III,,0,0,,,,,,0.959,0.019,0,0
468,HD 31253,b,Radial Velocity,1,466.00000000,3.00000000,-3.00000000,0,1.260000,0.006000,-0.006000,0,0.300000,0.200000,-0.200000,0,,,,,0.50000,0.07000,-0.07000,0,Msini,,,,,,,,,0,0,0,04h54m43.65s,73.681892,+12d21m07.9s,12.352201,53.82,3.06,-3.45,0,7.133,0.011,0,0,V (Johnson),5960.00,,,0,0,1.23,0.05,-0.05,0,0,1.71,0.17,-0.17,0,0,2014-05-14,,,,,2010,3.80,F8,,0,0,0.517,0.058,-0.066,0,0,0.580,0.019,0,0
469,HD 32518,b,Radial Velocity,1,157.54000000,0.38000000,-0.38000000,0,0.590000,0.030000,-0.030000,0,0.010000,0.030000,-0.030000,0,,,,,3.04000,0.68000,-0.68000,0,Msini,,,,,,,,,0,0,0,05h09m36.72s,77.403000,+69d38m21.9s,69.639404,117.37,9.84,-11.83,0,6.421,0.010,0,0,V (Johnson),4580.00,70.00,-70.00,0,0,1.13,0.18,-0.18,0,0,10.22,0.87,-0.87,0,0,2014-05-14,,,,,2009,5.10,K1 III,,0,0,,,,,,1.109,0.017,0,0
470,HD 330075,b,Radial Velocity,1,3.38773000,0.00008000,-0.00008000,0,0.039000,,,0,0.000000,,,0,,,,,0.62000,,,0,Msini,,,,,,,,,0,0,0,15h49m37.69s,237.407043,-49d57m48.7s,-49.963524,50.20,3.49,-4.06,0,9.334,0.023,0,0,V (Johnson),5017.00,53.00,-53.00,0,0,0.70,0.10,-0.10,0,0,,,,,0,2014-11-19,,,,,2004,5.10,K1,,0,0,-0.330,,,0,0,0.898,0.042,0,0
471,HD 33142,b,Radial Velocity,1,326.60000000,3.90000000,-3.90000000,0,1.060000,0.030000,-0.030000,0,0.120000,,,0,,,,,1.30000,0.10000,-0.10000,0,Msini,,,,,,,,,0,0,0,05h07m35.54s,76.898087,-13d59m11.3s,-13.986480,136.80,15.73,-20.43,0,7.956,0.012,0,0,V (Johnson),,,,,,,,,,,,,,,,2014-05-14,,,,,2011,5.00,K0 III,,0,0,,,,,,0.948,0.022,0,0
472,HD 33283,b,Radial Velocity,1,18.17900000,0.00700000,-0.00700000,0,0.145000,,,0,0.480000,0.050000,-0.050000,0,,,,,0.33000,,,0,Msini,,,,,,,,,0,0,0,05h08m01.01s,77.004219,-26d47m50.9s,-26.797472,86.88,6.30,-7.37,0,8.051,0.011,0,0,V (Johnson),5995.00,50.00,-50.00,0,0,1.24,0.10,-0.10,0,0,1.20,0.10,-0.10,0,0,2014-11-19,,,,,2006,4.30,G3 V,,0,0,,,,,0,0.624,0.019,0,0
473,HD 33564,b,Radial Velocity,1,388.00000000,3.00000000,-3.00000000,0,1.100000,,,0,0.340000,0.020000,-0.020000,0,,,,,9.10000,,,0,Msini,,,,,,,,,0,0,0,05h22m33.53s,80.639717,+79d13m52.1s,79.231148,20.98,0.23,-0.23,0,5.080,0.020,0,0,V (Johnson),,,,,,,,,,,,,,,,2014-12-03,,,,,2005,3.70,F7 V,,0,0,,,,,,0.480,0.020,0,0
