rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_disc,st_sp,st_spstr,st_sperr,st_splim,st_spblend,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumblend,st_bmvj,st_bmvjerr,st_bmvjlim,st_bmvjblend
1062,Kepler-241,b,Transit,2,12.71809200,0.00003500,-0.00003500,0,0.094000,,,0,,,,,,,,,,,,,,0.208,0.092,-0.092,0,,,,,0,1,0,19h31m39.15s,292.913118,+41d03m39.3s,41.060921,,,,,15.389,,0,0,Kepler-band,4699.00,200.00,-200.00,0,0,,,,,,0.67,0.29,-0.29,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1063,Kepler-241,c,Transit,2,36.06597800,0.00013300,-0.00013300,0,0.189000,,,0,,,,,,,,,,,,,,0.229,0.099,-0.099,0,,,,,0,1,0,19h31m39.15s,292.913118,+41d03m39.3s,41.060921,,,,,15.389,,0,0,Kepler-band,4699.00,200.00,-200.00,0,0,,,,,,0.67,0.29,-0.29,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1064,Kepler-242,b,Transit,2,8.20395000,0.00002000,-0.00002000,0,0.075000,,,0,,,,,,,,,,,,,,0.233,0.143,-0.143,0,,,,,0,1,0,19h06m15.77s,286.565695,+41d48m30.3s,41.808403,,,,,15.376,,0,0,Kepler-band,5020.00,200.00,-200.00,0,0,,,,,,0.85,0.52,-0.52,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1065,Kepler-242,c,Transit,2,14.49648100,0.00008300,-0.00008300,0,0.109000,,,0,,,,,,,,,,,,,,0.178,0.110,-0.110,0,,,,,0,1,0,19h06m15.77s,286.565695,+41d48m30.3s,41.808403,,,,,15.376,,0,0,Kepler-band,5020.00,200.00,-200.00,0,0,,,,,,0.85,0.52,-0.52,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1066,Kepler-243,b,Transit,2,5.71544200,0.00001100,-0.00001100,0,0.062000,,,0,,,,,,,,,,,,,,0.219,0.103,-0.103,0,,,,,0,1,0,19h00m26.51s,285.110470,+42d02m02.2s,42.033958,,,,,15.086,,0,0,Kepler-band,5228.00,200.00,-200.00,0,0,0.89,,,0,0,0.84,0.40,-0.40,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1067,Kepler-243,c,Transit,2,20.02621800,0.00016300,-0.00016300,0,0.142000,,,0,,,,,,,,,,,,,,0.178,0.087,-0.087,0,,,,,0,1,0,19h00m26.51s,285.110470,+42d02m02.2s,42.033958,,,,,15.086,,0,0,Kepler-band,5228.00,200.00,-200.00,0,0,0.89,,,0,0,0.84,0.40,-0.40,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1068,Kepler-244,b,Transit,3,4.31179200,0.00000800,-0.00000800,0,0.050000,,,0,,,,,,,,,,,,,,0.246,0.103,-0.103,0,,,,,0,1,0,19h08m58.24s,287.242680,+42d18m04.9s,42.301369,,,,,15.604,,0,0,Kepler-band,5554.00,200.00,-200.00,0,0,,,,,,0.80,0.34,-0.34,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1069,Kepler-244,c,Transit,3,9.76729200,0.00004600,-0.00004600,0,0.087000,,,0,,,,,,,,,,,,,,0.183,0.078,-0.078,0,,,,,0,1,0,19h08m58.24s,287.242680,+42d18m04.9s,42.301369,,,,,15.604,,0,0,Kepler-band,5554.00,200.00,-200.00,0,0,,,,,,0.80,0.34,-0.34,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1070,Kepler-244,d,Transit,3,20.05040100,0.00013000,-0.00013000,0,0.140000,,,0,,,,,,,,,,,,,,0.206,0.087,-0.087,0,,,,,0,1,0,19h08m58.24s,287.242680,+42d18m04.9s,42.301369,,,,,15.604,,0,0,Kepler-band,5554.00,200.00,-200.00,0,0,,,,,,0.80,0.34,-0.34,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1071,Kepler-245,b,Transit,3,7.49019000,0.00001900,-0.00001900,0,0.071000,,,0,,,,,,,,,,,,,,0.229,0.016,-0.016,0,,,,,1,1,0,19h26m33.35s,291.638965,+42d26m10.7s,42.436317,,,,,15.599,,0,0,Kepler-band,5100.00,100.00,-100.00,0,0,0.80,,,0,0,0.80,0.05,-0.05,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1072,Kepler-245,c,Transit,3,17.46081200,0.00007600,-0.00007600,0,0.124000,,,0,,,,,,,,,,,,,,0.194,0.015,-0.015,0,,,,,1,1,0,19h26m33.35s,291.638965,+42d26m10.7s,42.436317,,,,,15.599,,0,0,Kepler-band,5100.00,100.00,-100.00,0,0,0.80,,,0,0,0.80,0.05,-0.05,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1073,Kepler-245,d,Transit,3,36.27710800,0.00017300,-0.00017300,0,0.202000,,,0,,,,,,,,,,,,,,0.270,0.019,-0.019,0,,,,,1,1,0,19h26m33.35s,291.638965,+42d26m10.7s,42.436317,,,,,15.599,,0,0,Kepler-band,5100.00,100.00,-100.00,0,0,0.80,,,0,0,0.80,0.05,-0.05,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1074,Kepler-246,b,Transit,2,4.60182000,0.00000800,-0.00000800,0,0.052000,,,0,,,,,,,,,,,,,,0.209,0.107,-0.107,0,,,,,0,1,0,19h45m56.02s,296.483427,+42d39m48.3s,42.663429,,,,,15.024,,0,0,Kepler-band,5206.00,200.00,-200.00,0,0,0.86,,,0,0,0.83,0.42,-0.42,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1075,Kepler-246,c,Transit,2,11.18716100,0.00007500,-0.00007500,0,0.095000,,,0,,,,,,,,,,,,,,0.134,0.068,-0.068,0,,,,,0,1,0,19h45m56.02s,296.483427,+42d39m48.3s,42.663429,,,,,15.024,,0,0,Kepler-band,5206.00,200.00,-200.00,0,0,0.86,,,0,0,0.83,0.42,-0.42,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1076,Kepler-247,b,Transit,3,3.33616000,0.00000700,-0.00000700,0,0.042000,,,0,,,,,,,,,,,,,,0.146,0.041,-0.041,0,,,,,1,1,0,19h14m34.21s,288.642531,+43d02m21.4s,43.039291,,,,,15.067,,0,0,Kepler-band,5100.00,200.00,-200.00,0,0,,,,,,0.77,0.21,-0.21,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1077,Kepler-247,c,Transit,3,9.43945200,0.00000700,-0.00000700,0,0.084000,,,0,,,,,,,,,,,,,,0.365,0.102,-0.102,0,,,,,1,1,0,19h14m34.21s,288.642531,+43d02m21.4s,43.039291,,,,,15.067,,0,0,Kepler-band,5100.00,200.00,-200.00,0,0,,,,,,0.77,0.21,-0.21,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1078,Kepler-247,d,Transit,3,20.47791200,0.00002600,-0.00002600,0,0.140000,,,0,,,,,,,,,,,,,,0.352,0.098,-0.098,0,,,,,1,1,0,19h14m34.21s,288.642531,+43d02m21.4s,43.039291,,,,,15.067,,0,0,Kepler-band,5100.00,200.00,-200.00,0,0,,,,,,0.77,0.21,-0.21,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1079,Kepler-248,b,Transit,2,6.30820500,0.00001000,-0.00001000,0,0.066000,,,0,,,,,,,,,,,,,,0.269,0.032,-0.032,0,,,,,0,1,0,19h32m14.73s,293.061384,+43d34m52.9s,43.581356,,,,,15.258,,0,0,Kepler-band,5190.00,161.00,-161.00,0,0,,,,,,0.83,0.10,-0.10,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1080,Kepler-248,c,Transit,2,16.23949400,0.00002400,-0.00002400,0,0.123000,,,0,,,,,,,,,,,,,,0.363,0.044,-0.044,0,,,,,0,1,0,19h32m14.73s,293.061384,+43d34m52.9s,43.581356,,,,,15.258,,0,0,Kepler-band,5190.00,161.00,-161.00,0,0,,,,,,0.83,0.10,-0.10,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1081,Kepler-249,b,Transit,3,3.30653900,0.00001000,-0.00001000,0,0.035000,,,0,,,,,,,,,,,,,,0.097,0.004,-0.004,0,,,,,0,1,0,19h47m56.42s,296.985068,+43d39m30.7s,43.658524,,,,,15.234,,0,0,Kepler-band,3568.00,150.00,-150.00,0,0,,,,,,0.48,0.02,-0.02,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1082,Kepler-249,c,Transit,3,7.11370200,0.00001800,-0.00001800,0,0.058000,,,0,,,,,,,,,,,,,,0.135,0.008,-0.008,0,,,,,0,1,0,19h47m56.42s,296.985068,+43d39m30.7s,43.658524,,,,,15.234,,0,0,Kepler-band,3568.00,150.00,-150.00,0,0,,,,,,0.48,0.02,-0.02,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1083,Kepler-249,d,Transit,3,15.36845900,0.00007000,-0.00007000,0,0.097000,,,0,,,,,,,,,,,,,,0.140,0.012,-0.012,0,,,,,0,1,0,19h47m56.42s,296.985068,+43d39m30.7s,43.658524,,,,,15.234,,0,0,Kepler-band,3568.00,150.00,-150.00,0,0,,,,,,0.48,0.02,-0.02,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1084,Kepler-25,b,Transit,3,6.23850000,,,0,0.068000,,,0,,,,,,,,,12.70000,,,1,Mass,0.232,,,0,,,,,1,1,0,19h06m33.21s,286.638393,+39d29m16.4s,39.487894,,,,,10.734,,0,0,Kepler-band,6270.00,79.00,-79.00,0,0,1.19,0.06,-0.06,0,0,1.31,0.02,-0.02,0,0,2014-05-14,12.70000,,,1,2011,,,,,,,,,,,,,,
1085,Kepler-25,c,Transit,3,12.72040000,,,0,0.110000,,,0,,,,,,,,,4.16000,,,1,Mass,0.401,,,0,,,,,1,1,0,19h06m33.21s,286.638393,+39d29m16.4s,39.487894,,,,,10.734,,0,0,Kepler-band,6270.00,79.00,-79.00,0,0,1.19,0.06,-0.06,0,0,1.31,0.02,-0.02,0,0,2014-05-14,4.16000,,,1,2011,,,,,,,,,,,,,,
1086,Kepler-25,d,Radial Velocity,3,123.00000000,2.00000000,-2.00000000,0,,,,,,,,,,,,,0.28300,0.04300,-0.04300,0,Mass,,,,,,,,,0,1,0,19h06m33.21s,286.638393,+39d29m16.4s,39.487894,,,,,10.734,,0,0,Kepler-band,6270.00,79.00,-79.00,0,0,1.19,0.06,-0.06,0,0,1.31,0.02,-0.02,0,0,2014-05-14,0.28300,0.04300,-0.04300,0,2014,,,,,,,,,,,,,,
1087,Kepler-250,b,Transit,3,4.14814100,0.00004600,-0.00004600,0,0.048000,,,0,,,,,,,,,,,,,,0.101,0.061,-0.061,0,,,,,0,1,0,19h18m22.74s,289.594765,+44d08m31.0s,44.141953,,,,,15.460,,0,0,Kepler-band,5160.00,200.00,-200.00,0,0,0.80,,,0,0,0.81,0.46,-0.46,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1088,Kepler-250,c,Transit,3,7.15680400,0.00002200,-0.00002200,0,0.069000,,,0,,,,,,,,,,,,,,0.203,0.117,-0.117,0,,,,,0,1,0,19h18m22.74s,289.594765,+44d08m31.0s,44.141953,,,,,15.460,,0,0,Kepler-band,5160.00,200.00,-200.00,0,0,0.80,,,0,0,0.81,0.46,-0.46,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1089,Kepler-250,d,Transit,3,17.64831200,0.00008100,-0.00008100,0,0.127000,,,0,,,,,,,,,,,,,,0.194,0.112,-0.112,0,,,,,0,1,0,19h18m22.74s,289.594765,+44d08m31.0s,44.141953,,,,,15.460,,0,0,Kepler-band,5160.00,200.00,-200.00,0,0,0.80,,,0,0,0.81,0.46,-0.46,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1090,Kepler-251,b,Transit,4,4.79093600,0.00003700,-0.00003700,0,0.053000,,,0,,,,,,,,,,,,,,0.119,0.021,-0.021,0,,,,,0,1,0,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,,,,,15.223,,0,0,Kepler-band,5526.00,100.00,-100.00,0,0,0.91,,,0,0,0.89,0.15,-0.15,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1091,Kepler-251,c,Transit,4,16.51404300,0.00005400,-0.00005400,0,0.122000,,,0,,,,,,,,,,,,,,0.247,0.044,-0.044,0,,,,,0,1,0,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,,,,,15.223,,0,0,Kepler-band,5526.00,100.00,-100.00,0,0,0.91,,,0,0,0.89,0.15,-0.15,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1092,Kepler-251,d,Transit,4,30.13300100,0.00016100,-0.00016100,0,0.182000,,,0,,,,,,,,,,,,,,0.247,0.044,-0.044,0,,,,,0,1,0,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,,,,,15.223,,0,0,Kepler-band,5526.00,100.00,-100.00,0,0,0.91,,,0,0,0.89,0.15,-0.15,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1093,Kepler-251,e,Transit,4,99.64016100,0.00107400,-0.00107400,0,0.404000,,,0,,,,,,,,,,,,,,0.247,0.044,-0.044,0,,,,,0,1,0,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,,,,,15.223,,0,0,Kepler-band,5526.00,100.00,-100.00,0,0,0.91,,,0,0,0.89,0.15,-0.15,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1094,Kepler-252,b,Transit,2,6.66839100,0.00003100,-0.00003100,0,0.058000,,,0,,,,,,,,,,,,,,0.110,0.011,-0.011,0,,,,,0,1,0,19h42m19.04s,295.579345,+44d32m45.5s,44.545963,,,,,15.058,,0,0,Kepler-band,4208.00,150.00,-150.00,0,0,0.52,,,0,0,0.55,0.03,-0.03,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1095,Kepler-252,c,Transit,2,10.84846300,0.00001500,-0.00001500,0,0.080000,,,0,,,,,,,,,,,,,,0.192,0.012,-0.012,0,,,,,0,1,0,19h42m19.04s,295.579345,+44d32m45.5s,44.545963,,,,,15.058,,0,0,Kepler-band,4208.00,150.00,-150.00,0,0,0.52,,,0,0,0.55,0.03,-0.03,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1096,Kepler-253,b,Transit,3,3.78398600,0.00001700,-0.00001700,0,0.046000,,,0,,,,,,,,,,,,,,0.145,0.060,-0.060,0,,,,,0,1,0,19h27m22.08s,291.841992,+44d51m29.1s,44.858089,,,,,15.532,,0,0,Kepler-band,5208.00,200.00,-200.00,0,0,,,,,,0.79,0.32,-0.32,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1097,Kepler-253,c,Transit,3,10.28195100,0.00003200,-0.00003200,0,0.089000,,,0,,,,,,,,,,,,,,0.236,0.099,-0.099,0,,,,,0,1,0,19h27m22.08s,291.841992,+44d51m29.1s,44.858089,,,,,15.532,,0,0,Kepler-band,5208.00,200.00,-200.00,0,0,,,,,,0.79,0.32,-0.32,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1098,Kepler-253,d,Transit,3,18.11986900,0.00006600,-0.00006600,0,0.130000,,,0,,,,,,,,,,,,,,0.283,0.116,-0.116,0,,,,,0,1,0,19h27m22.08s,291.841992,+44d51m29.1s,44.858089,,,,,15.532,,0,0,Kepler-band,5208.00,200.00,-200.00,0,0,,,,,,0.79,0.32,-0.32,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1099,Kepler-254,b,Transit,3,5.82666200,0.00001000,-0.00001000,0,0.064000,,,0,,,,,,,,,,,,,,0.345,0.165,-0.165,0,,,,,0,1,0,19h12m39.53s,288.164701,+45d48m59.4s,45.816504,,,,,15.843,,0,0,Kepler-band,5957.00,200.00,-200.00,0,0,,,,,,0.91,0.43,-0.43,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1100,Kepler-254,c,Transit,3,12.41218300,0.00008200,-0.00008200,0,0.105000,,,0,,,,,,,,,,,,,,0.192,0.092,-0.092,0,,,,,0,1,0,19h12m39.53s,288.164701,+45d48m59.4s,45.816504,,,,,15.843,,0,0,Kepler-band,5957.00,200.00,-200.00,0,0,,,,,,0.91,0.43,-0.43,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1101,Kepler-254,d,Transit,3,18.74647700,0.00012100,-0.00012100,0,0.139000,,,0,,,,,,,,,,,,,,0.223,0.106,-0.106,0,,,,,0,1,0,19h12m39.53s,288.164701,+45d48m59.4s,45.816504,,,,,15.843,,0,0,Kepler-band,5957.00,200.00,-200.00,0,0,,,,,,0.91,0.43,-0.43,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1102,Kepler-255,b,Transit,2,5.71460600,0.00005200,-0.00005200,0,0.063000,,,0,,,,,,,,,,,,,,0.138,0.055,-0.055,0,,,,,0,1,0,19h44m15.42s,296.064233,+45d58m36.6s,45.976841,,,,,15.596,,0,0,Kepler-band,5573.00,200.00,-200.00,0,0,0.97,,,0,0,0.93,0.37,-0.37,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1103,Kepler-255,c,Transit,2,9.94604700,0.00003500,-0.00003500,0,0.092000,,,0,,,,,,,,,,,,,,0.267,0.105,-0.105,0,,,,,0,1,0,19h44m15.42s,296.064233,+45d58m36.6s,45.976841,,,,,15.596,,0,0,Kepler-band,5573.00,200.00,-200.00,0,0,0.97,,,0,0,0.93,0.37,-0.37,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1104,Kepler-256,b,Transit,4,1.62049300,0.00000900,-0.00000900,0,0.027000,,,0,,,,,,,,,,,,,,0.142,0.035,-0.035,0,,,,,0,1,0,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,,,,,15.065,,0,0,Kepler-band,5551.00,111.00,-111.00,0,0,1.02,,,0,0,1.30,0.32,-0.32,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1105,Kepler-256,c,Transit,4,3.38802000,0.00001600,-0.00001600,0,0.045000,,,0,,,,,,,,,,,,,,0.192,0.047,-0.047,0,,,,,0,1,0,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,,,,,15.065,,0,0,Kepler-band,5551.00,111.00,-111.00,0,0,1.02,,,0,0,1.30,0.32,-0.32,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1106,Kepler-256,d,Transit,4,5.83917200,0.00003100,-0.00003100,0,0.064000,,,0,,,,,,,,,,,,,,0.221,0.056,-0.056,0,,,,,0,1,0,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,,,,,15.065,,0,0,Kepler-band,5551.00,111.00,-111.00,0,0,1.02,,,0,0,1.30,0.32,-0.32,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1107,Kepler-256,e,Transit,4,10.68157200,0.00006600,-0.00006600,0,0.096000,,,0,,,,,,,,,,,,,,0.210,0.052,-0.052,0,,,,,0,1,0,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,,,,,15.065,,0,0,Kepler-band,5551.00,111.00,-111.00,0,0,1.02,,,0,0,1.30,0.32,-0.32,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1108,Kepler-257,b,Transit,3,2.38266700,0.00000600,-0.00000600,0,0.034000,,,0,,,,,,,,,,,,,,0.233,0.117,-0.117,0,,,,,0,1,0,19h49m15.84s,297.315994,+46d01m23.8s,46.023269,,,,,15.471,,0,0,Kepler-band,5180.00,200.00,-200.00,0,0,,,,,,1.04,0.52,-0.52,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1109,Kepler-257,c,Transit,3,6.58148400,0.00000800,-0.00000800,0,0.066000,,,0,,,,,,,,,,,,,,0.483,0.243,-0.243,0,,,,,0,1,0,19h49m15.84s,297.315994,+46d01m23.8s,46.023269,,,,,15.471,,0,0,Kepler-band,5180.00,200.00,-200.00,0,0,,,,,,1.04,0.52,-0.52,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1110,Kepler-257,d,Transit,3,24.66455100,0.00005100,-0.00005100,0,0.160000,,,0,,,,,,,,,,,,,,0.442,0.221,-0.221,0,,,,,0,1,0,19h49m15.84s,297.315994,+46d01m23.8s,46.023269,,,,,15.471,,0,0,Kepler-band,5180.00,200.00,-200.00,0,0,,,,,,1.04,0.52,-0.52,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1111,Kepler-258,b,Transit,2,13.19722000,0.00001900,-0.00001900,0,0.103000,,,0,,,,,,,,,,,,,,0.362,0.242,-0.242,0,,,,,0,1,0,19h36m16.44s,294.068490,+46d34m45.6s,46.579330,,,,,15.223,,0,0,Kepler-band,4942.00,200.00,-200.00,0,0,0.80,,,0,0,0.92,0.61,-0.61,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1112,Kepler-258,c,Transit,2,33.65307900,0.00018900,-0.00018900,0,0.193000,,,0,,,,,,,,,,,,,,0.322,0.217,-0.217,0,,,,,0,1,0,19h36m16.44s,294.068490,+46d34m45.6s,46.579330,,,,,15.223,,0,0,Kepler-band,4942.00,200.00,-200.00,0,0,0.80,,,0,0,0.92,0.61,-0.61,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1113,Kepler-259,b,Transit,2,8.11531700,0.00002200,-0.00002200,0,0.079000,,,0,,,,,,,,,,,,,,0.250,0.122,-0.122,0,,,,,0,1,0,19h12m50.86s,288.211929,+46d36m54.0s,46.615005,,,,,15.219,,0,0,Kepler-band,5938.00,200.00,-200.00,0,0,,,,,,0.90,0.43,-0.43,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1114,Kepler-259,c,Transit,2,36.92493100,0.00018100,-0.00018100,0,0.217000,,,0,,,,,,,,,,,,,,0.241,0.117,-0.117,0,,,,,0,1,0,19h12m50.86s,288.211929,+46d36m54.0s,46.615005,,,,,15.219,,0,0,Kepler-band,5938.00,200.00,-200.00,0,0,,,,,,0.90,0.43,-0.43,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1115,Kepler-26,b,Transit,4,12.28290000,,,0,0.085000,,,0,,,,,,,,,0.38000,,,1,Mass,0.321,,,0,,,,,1,1,0,18h59m45.84s,284.940997,+46d33m59.5s,46.566540,,,,,15.473,,0,0,Kepler-band,4486.00,116.00,-116.00,0,0,0.65,0.03,-0.03,0,0,0.57,0.03,-0.03,0,0,2014-05-14,0.38000,,,1,2011,,,,,,,,,,,,,,
1116,Kepler-26,c,Transit,4,17.25130000,,,0,0.107000,,,0,,,,,,,,,0.37500,,,1,Mass,0.321,,,0,,,,,1,1,0,18h59m45.84s,284.940997,+46d33m59.5s,46.566540,,,,,15.473,,0,0,Kepler-band,4486.00,116.00,-116.00,0,0,0.65,0.03,-0.03,0,0,0.57,0.03,-0.03,0,0,2014-05-14,0.37500,,,1,2011,,,,,,,,,,,,,,
1117,Kepler-26,d,Transit,4,3.54391900,0.00001500,-0.00001500,0,0.039000,,,0,,,,,,,,,,,,,,0.095,0.005,-0.005,0,,,,,0,1,0,18h59m45.84s,284.940997,+46d33m59.5s,46.566540,,,,,15.473,,0,0,Kepler-band,4486.00,116.00,-116.00,0,0,0.65,0.03,-0.03,0,0,0.57,0.03,-0.03,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1118,Kepler-26,e,Transit,4,46.82791500,0.00017300,-0.00017300,0,0.220000,,,0,,,,,,,,,,,,,,0.215,0.013,-0.013,0,,,,,0,1,0,18h59m45.84s,284.940997,+46d33m59.5s,46.566540,,,,,15.473,,0,0,Kepler-band,4486.00,116.00,-116.00,0,0,0.65,0.03,-0.03,0,0,0.57,0.03,-0.03,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1119,Kepler-260,b,Transit,2,8.18739900,0.00002200,-0.00002200,0,0.075000,,,0,,,,,,,,,,,,,,0.179,0.049,-0.049,0,,,,,0,1,0,19h27m42.23s,291.925972,+38d00m50.8s,38.014122,,,,,14.138,,0,0,Kepler-band,5250.00,257.00,-257.00,0,0,0.88,,,0,0,0.86,0.23,-0.23,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1120,Kepler-260,c,Transit,2,76.05017800,0.00102600,-0.00102600,0,0.332000,,,0,,,,,,,,,,,,,,0.155,0.048,-0.048,0,,,,,0,1,0,19h27m42.23s,291.925972,+38d00m50.8s,38.014122,,,,,14.138,,0,0,Kepler-band,5250.00,257.00,-257.00,0,0,0.88,,,0,0,0.86,0.23,-0.23,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1121,Kepler-261,b,Transit,2,10.38122700,0.00001600,-0.00001600,0,0.088000,,,0,,,,,,,,,,,,,,0.194,0.012,-0.012,0,,,,,0,1,0,19h25m27.55s,291.364773,+37d36m33.1s,37.609184,,,,,13.562,,0,0,Kepler-band,5098.00,100.00,-100.00,0,0,0.87,,,0,0,0.79,0.05,-0.05,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1122,Kepler-261,c,Transit,2,24.57085800,0.00006900,-0.00006900,0,0.156000,,,0,,,,,,,,,,,,,,0.178,0.012,-0.012,0,,,,,0,1,0,19h25m27.55s,291.364773,+37d36m33.1s,37.609184,,,,,13.562,,0,0,Kepler-band,5098.00,100.00,-100.00,0,0,0.87,,,0,0,0.79,0.05,-0.05,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1123,Kepler-262,b,Transit,2,13.06085500,0.00016400,-0.00016400,0,0.108000,,,0,,,,,,,,,,,,,,0.121,0.053,-0.053,0,,,,,0,1,0,19h22m54.88s,290.728675,+37d15m09.5s,37.252649,,,,,14.246,,0,0,Kepler-band,5841.00,200.00,-200.00,0,0,,,,,,0.88,0.36,-0.36,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1124,Kepler-262,c,Transit,2,21.85372200,0.00018700,-0.00018700,0,0.152000,,,0,,,,,,,,,,,,,,0.146,0.061,-0.061,0,,,,,0,1,0,19h22m54.88s,290.728675,+37d15m09.5s,37.252649,,,,,14.246,,0,0,Kepler-band,5841.00,200.00,-200.00,0,0,,,,,,0.88,0.36,-0.36,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1125,Kepler-263,b,Transit,2,16.56808700,0.00006500,-0.00006500,0,0.120000,,,0,,,,,,,,,,,,,,0.238,0.129,-0.129,0,,,,,0,1,0,19h29m52.74s,292.469762,+37d34m04.1s,37.567794,,,,,15.391,,0,0,Kepler-band,5265.00,200.00,-200.00,0,0,,,,,,0.79,0.43,-0.43,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
